Driver,LapTime,Team,Compound,LapNumber,PitOutTime,PitInTime
RUS,0 days 00:01:17.335000,Mercedes,HARD,37.0,,
RUS,0 days 00:01:17.195000,Mercedes,HARD,38.0,,
RUS,0 days 00:01:17.339000,Mercedes,HARD,39.0,,
RUS,0 days 00:01:17.215000,Mercedes,HARD,40.0,,
RUS,0 days 00:01:17.323000,Mercedes,HARD,41.0,,
RUS,0 days 00:01:17.979000,Mercedes,HARD,42.0,,
RUS,0 days 00:01:17.847000,Mercedes,HARD,43.0,,
RUS,0 days 00:01:17.967000,Mercedes,HARD,44.0,,
RUS,0 days 00:01:17.545000,Mercedes,HARD,45.0,,
RUS,0 days 00:01:17.068000,Mercedes,HARD,46.0,,
RUS,0 days 00:01:17.060000,Mercedes,HARD,47.0,,
RUS,0 days 00:01:16.798000,Mercedes,HARD,48.0,,
RUS,0 days 00:01:17.223000,Mercedes,HARD,49.0,,
RUS,0 days 00:01:17.635000,Mercedes,HARD,50.0,,
RUS,0 days 00:01:19.640000,Mercedes,HARD,51.0,,
RUS,0 days 00:01:24.754000,Mercedes,HARD,52.0,,
RUS,0 days 00:01:28.625000,Mercedes,HARD,53.0,,
RUS,0 days 00:01:57.545000,Mercedes,HARD,54.0,,0 days 02:12:56.843000
RUS,0 days 00:01:55.804000,Mercedes,INTERMEDIATE,55.0,0 days 02:13:27.718000,
RUS,0 days 00:01:41.302000,Mercedes,INTERMEDIATE,56.0,,
RUS,0 days 00:01:43.554000,Mercedes,INTERMEDIATE,57.0,,
RUS,0 days 00:01:42.155000,Mercedes,INTERMEDIATE,58.0,,
RUS,0 days 00:01:43.463000,Mercedes,INTERMEDIATE,59.0,,
RUS,0 days 00:01:43.530000,Mercedes,INTERMEDIATE,60.0,,
RUS,0 days 00:01:41.329000,Mercedes,INTERMEDIATE,61.0,,
RUS,0 days 00:01:41.104000,Mercedes,INTERMEDIATE,62.0,,
RUS,0 days 00:01:39.713000,Mercedes,INTERMEDIATE,63.0,,
RUS,0 days 00:01:38.229000,Mercedes,INTERMEDIATE,64.0,,
RUS,0 days 00:01:36.696000,Mercedes,INTERMEDIATE,65.0,,
RUS,0 days 00:01:35.991000,Mercedes,INTERMEDIATE,66.0,,
RUS,0 days 00:01:34.751000,Mercedes,INTERMEDIATE,67.0,,
RUS,0 days 00:01:33.647000,Mercedes,INTERMEDIATE,68.0,,
RUS,0 days 00:01:33.734000,Mercedes,INTERMEDIATE,69.0,,
RUS,0 days 00:01:30.929000,Mercedes,INTERMEDIATE,70.0,,
RUS,0 days 00:01:30.709000,Mercedes,INTERMEDIATE,71.0,,
RUS,0 days 00:01:30.012000,Mercedes,INTERMEDIATE,72.0,,
RUS,0 days 00:01:28.921000,Mercedes,INTERMEDIATE,73.0,,
RUS,0 days 00:01:27.787000,Mercedes,INTERMEDIATE,74.0,,
RUS,0 days 00:01:26.399000,Mercedes,INTERMEDIATE,75.0,,
RUS,0 days 00:01:25.436000,Mercedes,INTERMEDIATE,76.0,,
RUS,0 days 00:01:26.978000,Mercedes,INTERMEDIATE,77.0,,
RUS,0 days 00:01:27.209000,Mercedes,INTERMEDIATE,78.0,,
BOT,0 days 00:01:36.914000,Alfa Romeo,HARD,1.0,,
BOT,0 days 00:01:20.021000,Alfa Romeo,HARD,2.0,,
BOT,0 days 00:01:20.142000,Alfa Romeo,HARD,3.0,,
BOT,0 days 00:01:20.341000,Alfa Romeo,HARD,4.0,,
BOT,0 days 00:01:20.022000,Alfa Romeo,HARD,5.0,,
BOT,0 days 00:01:19.165000,Alfa Romeo,HARD,6.0,,
BOT,0 days 00:01:19.167000,Alfa Romeo,HARD,7.0,,
BOT,0 days 00:01:18.774000,Alfa Romeo,HARD,8.0,,
BOT,0 days 00:01:19.007000,Alfa Romeo,HARD,9.0,,
BOT,0 days 00:01:19.527000,Alfa Romeo,HARD,10.0,,
BOT,0 days 00:01:19.380000,Alfa Romeo,HARD,11.0,,
BOT,0 days 00:01:20.206000,Alfa Romeo,HARD,12.0,,
BOT,0 days 00:01:19.511000,Alfa Romeo,HARD,13.0,,
BOT,0 days 00:01:20.067000,Alfa Romeo,HARD,14.0,,
BOT,0 days 00:01:20.912000,Alfa Romeo,HARD,15.0,,
BOT,0 days 00:01:20.480000,Alfa Romeo,HARD,16.0,,
BOT,0 days 00:01:20.577000,Alfa Romeo,HARD,17.0,,
BOT,0 days 00:01:18.764000,Alfa Romeo,HARD,18.0,,
BOT,0 days 00:01:17.824000,Alfa Romeo,HARD,19.0,,
BOT,0 days 00:01:18.024000,Alfa Romeo,HARD,20.0,,
BOT,0 days 00:01:18.024000,Alfa Romeo,HARD,21.0,,
BOT,0 days 00:01:18.260000,Alfa Romeo,HARD,22.0,,
BOT,0 days 00:01:18.737000,Alfa Romeo,HARD,23.0,,
BOT,0 days 00:01:20.068000,Alfa Romeo,HARD,24.0,,
BOT,0 days 00:01:20.203000,Alfa Romeo,HARD,25.0,,
BOT,0 days 00:01:20.222000,Alfa Romeo,HARD,26.0,,
BOT,0 days 00:01:20.162000,Alfa Romeo,HARD,27.0,,
BOT,0 days 00:01:19.853000,Alfa Romeo,HARD,28.0,,
BOT,0 days 00:01:20.208000,Alfa Romeo,HARD,29.0,,
BOT,0 days 00:01:19.393000,Alfa Romeo,HARD,30.0,,
BOT,0 days 00:01:19.021000,Alfa Romeo,HARD,31.0,,
BOT,0 days 00:01:19.470000,Alfa Romeo,HARD,32.0,,
BOT,0 days 00:01:18.655000,Alfa Romeo,HARD,33.0,,
BOT,0 days 00:01:20.226000,Alfa Romeo,HARD,34.0,,
BOT,0 days 00:01:19.889000,Alfa Romeo,HARD,35.0,,
BOT,0 days 00:01:19.139000,Alfa Romeo,HARD,36.0,,
BOT,0 days 00:01:19.112000,Alfa Romeo,HARD,37.0,,
BOT,0 days 00:01:20.070000,Alfa Romeo,HARD,38.0,,
BOT,0 days 00:01:18.876000,Alfa Romeo,HARD,39.0,,
BOT,0 days 00:01:18.968000,Alfa Romeo,HARD,40.0,,
BOT,0 days 00:01:18.706000,Alfa Romeo,HARD,41.0,,
BOT,0 days 00:01:18.435000,Alfa Romeo,HARD,42.0,,
BOT,0 days 00:01:18.685000,Alfa Romeo,HARD,43.0,,
BOT,0 days 00:01:18.606000,Alfa Romeo,HARD,44.0,,
BOT,0 days 00:01:18.202000,Alfa Romeo,HARD,45.0,,
BOT,0 days 00:01:18.153000,Alfa Romeo,HARD,46.0,,
BOT,0 days 00:01:18.343000,Alfa Romeo,HARD,47.0,,
BOT,0 days 00:01:18.151000,Alfa Romeo,HARD,48.0,,
BOT,0 days 00:01:18.383000,Alfa Romeo,HARD,49.0,,
BOT,0 days 00:01:19.704000,Alfa Romeo,HARD,50.0,,
BOT,0 days 00:01:49.586000,Alfa Romeo,HARD,51.0,,0 days 02:09:45.894000
BOT,0 days 00:01:32.154000,Alfa Romeo,INTERMEDIATE,52.0,0 days 02:10:16.268000,
BOT,0 days 00:01:32.720000,Alfa Romeo,INTERMEDIATE,53.0,,
BOT,0 days 00:01:38.747000,Alfa Romeo,INTERMEDIATE,54.0,,
BOT,0 days 00:01:43.627000,Alfa Romeo,INTERMEDIATE,55.0,,
BOT,0 days 00:01:40.028000,Alfa Romeo,INTERMEDIATE,56.0,,
BOT,0 days 00:01:40.402000,Alfa Romeo,INTERMEDIATE,57.0,,
BOT,0 days 00:01:42.952000,Alfa Romeo,INTERMEDIATE,58.0,,
BOT,0 days 00:01:42.622000,Alfa Romeo,INTERMEDIATE,59.0,,
BOT,0 days 00:01:41.926000,Alfa Romeo,INTERMEDIATE,60.0,,
BOT,0 days 00:01:40.096000,Alfa Romeo,INTERMEDIATE,61.0,,
BOT,0 days 00:01:39.577000,Alfa Romeo,INTERMEDIATE,62.0,,
BOT,0 days 00:01:39.237000,Alfa Romeo,INTERMEDIATE,63.0,,
BOT,0 days 00:01:37.459000,Alfa Romeo,INTERMEDIATE,64.0,,
BOT,0 days 00:01:36.440000,Alfa Romeo,INTERMEDIATE,65.0,,
BOT,0 days 00:01:35.048000,Alfa Romeo,INTERMEDIATE,66.0,,
BOT,0 days 00:01:35.077000,Alfa Romeo,INTERMEDIATE,67.0,,
BOT,0 days 00:01:34.038000,Alfa Romeo,INTERMEDIATE,68.0,,
BOT,0 days 00:01:30.766000,Alfa Romeo,INTERMEDIATE,69.0,,
BOT,0 days 00:01:32.495000,Alfa Romeo,INTERMEDIATE,70.0,,
BOT,0 days 00:01:31.967000,Alfa Romeo,INTERMEDIATE,71.0,,
BOT,0 days 00:01:32.025000,Alfa Romeo,INTERMEDIATE,72.0,,
BOT,0 days 00:01:27.230000,Alfa Romeo,INTERMEDIATE,73.0,,
BOT,0 days 00:01:26.646000,Alfa Romeo,INTERMEDIATE,74.0,,
BOT,0 days 00:01:26.553000,Alfa Romeo,INTERMEDIATE,75.0,,
BOT,0 days 00:01:24.637000,Alfa Romeo,INTERMEDIATE,76.0,,
BOT,0 days 00:01:24.139000,Alfa Romeo,INTERMEDIATE,77.0,,
PIA,0 days 00:01:33.070000,McLaren,HARD,1.0,,
PIA,0 days 00:01:21.804000,McLaren,HARD,2.0,,
PIA,0 days 00:01:20.532000,McLaren,HARD,3.0,,
PIA,0 days 00:01:20.408000,McLaren,HARD,4.0,,
PIA,0 days 00:01:19.707000,McLaren,HARD,5.0,,
PIA,0 days 00:01:19.247000,McLaren,HARD,6.0,,
PIA,0 days 00:01:18.869000,McLaren,HARD,7.0,,
PIA,0 days 00:01:18.828000,McLaren,HARD,8.0,,
PIA,0 days 00:01:19.346000,McLaren,HARD,9.0,,
PIA,0 days 00:01:19.015000,McLaren,HARD,10.0,,
PIA,0 days 00:01:18.900000,McLaren,HARD,11.0,,
PIA,0 days 00:01:20.302000,McLaren,HARD,12.0,,
PIA,0 days 00:01:19.265000,McLaren,HARD,13.0,,
PIA,0 days 00:01:19.285000,McLaren,HARD,14.0,,
PIA,0 days 00:01:19.134000,McLaren,HARD,15.0,,
PIA,0 days 00:01:18.718000,McLaren,HARD,16.0,,
PIA,0 days 00:01:19.053000,McLaren,HARD,17.0,,
PIA,0 days 00:01:18.765000,McLaren,HARD,18.0,,
PIA,0 days 00:01:19.416000,McLaren,HARD,19.0,,
PIA,0 days 00:01:19.281000,McLaren,HARD,20.0,,
PIA,0 days 00:01:19.065000,McLaren,HARD,21.0,,
PIA,0 days 00:01:19.025000,McLaren,HARD,22.0,,
PIA,0 days 00:01:19.520000,McLaren,HARD,23.0,,
PIA,0 days 00:01:19.359000,McLaren,HARD,24.0,,
PIA,0 days 00:01:19.382000,McLaren,HARD,25.0,,
PIA,0 days 00:01:20.198000,McLaren,HARD,26.0,,
PIA,0 days 00:01:19.524000,McLaren,HARD,27.0,,
PIA,0 days 00:01:18.485000,McLaren,HARD,28.0,,
PIA,0 days 00:01:18.335000,McLaren,HARD,29.0,,
PIA,0 days 00:01:18.363000,McLaren,HARD,30.0,,
PIA,0 days 00:01:18.115000,McLaren,HARD,31.0,,
PIA,0 days 00:01:18.390000,McLaren,HARD,32.0,,
PIA,0 days 00:01:18.259000,McLaren,HARD,33.0,,
PIA,0 days 00:01:18.311000,McLaren,HARD,34.0,,
PIA,0 days 00:01:18.328000,McLaren,HARD,35.0,,
PIA,0 days 00:01:17.701000,McLaren,HARD,36.0,,
PIA,0 days 00:01:17.842000,McLaren,HARD,37.0,,
PIA,0 days 00:01:17.730000,McLaren,HARD,38.0,,
PIA,0 days 00:01:17.873000,McLaren,HARD,39.0,,
PIA,0 days 00:01:18.184000,McLaren,HARD,40.0,,
PIA,0 days 00:01:18.555000,McLaren,HARD,41.0,,
PIA,0 days 00:01:18.065000,McLaren,HARD,42.0,,
PIA,0 days 00:01:18.148000,McLaren,HARD,43.0,,
PIA,0 days 00:01:18.041000,McLaren,HARD,44.0,,
PIA,0 days 00:01:17.846000,McLaren,HARD,45.0,,
PIA,0 days 00:01:17.516000,McLaren,HARD,46.0,,
PIA,0 days 00:01:17.513000,McLaren,HARD,47.0,,
PIA,0 days 00:01:18.001000,McLaren,HARD,48.0,,
PIA,0 days 00:01:21.248000,McLaren,HARD,49.0,,
PIA,0 days 00:01:18.201000,McLaren,HARD,50.0,,
PIA,0 days 00:01:23.586000,McLaren,HARD,51.0,,
PIA,0 days 00:01:29.897000,McLaren,HARD,52.0,,
PIA,0 days 00:01:36.843000,McLaren,HARD,53.0,,
PIA,0 days 00:02:11.859000,McLaren,HARD,54.0,,0 days 02:14:18.342000
PIA,0 days 00:01:46.026000,McLaren,INTERMEDIATE,55.0,0 days 02:14:44.201000,
PIA,0 days 00:01:43.482000,McLaren,INTERMEDIATE,56.0,,
PIA,0 days 00:01:43.431000,McLaren,INTERMEDIATE,57.0,,
PIA,0 days 00:01:43.803000,McLaren,INTERMEDIATE,58.0,,
PIA,0 days 00:01:42.379000,McLaren,INTERMEDIATE,59.0,,
PIA,0 days 00:01:41.431000,McLaren,INTERMEDIATE,60.0,,
PIA,0 days 00:01:41.089000,McLaren,INTERMEDIATE,61.0,,
PIA,0 days 00:01:39.780000,McLaren,INTERMEDIATE,62.0,,
PIA,0 days 00:01:38.882000,McLaren,INTERMEDIATE,63.0,,
PIA,0 days 00:01:38.530000,McLaren,INTERMEDIATE,64.0,,
PIA,0 days 00:01:37.419000,McLaren,INTERMEDIATE,65.0,,
PIA,0 days 00:01:34.942000,McLaren,INTERMEDIATE,66.0,,
PIA,0 days 00:01:36.653000,McLaren,INTERMEDIATE,67.0,,
PIA,0 days 00:01:31.909000,McLaren,INTERMEDIATE,68.0,,
PIA,0 days 00:01:31.253000,McLaren,INTERMEDIATE,69.0,,
PIA,0 days 00:01:28.820000,McLaren,INTERMEDIATE,70.0,,
PIA,0 days 00:01:27.670000,McLaren,INTERMEDIATE,71.0,,
PIA,0 days 00:01:28.016000,McLaren,INTERMEDIATE,72.0,,
PIA,0 days 00:01:27.443000,McLaren,INTERMEDIATE,73.0,,
PIA,0 days 00:01:26.185000,McLaren,INTERMEDIATE,74.0,,
PIA,0 days 00:01:26.143000,McLaren,INTERMEDIATE,75.0,,
PIA,0 days 00:01:25.615000,McLaren,INTERMEDIATE,76.0,,
PIA,0 days 00:01:24.785000,McLaren,INTERMEDIATE,77.0,,
