Driver,LapTime,Sector1Time,Sector2Time,Sector3Time
VER,0 days 00:01:40.103000,0 days 00:00:26.651000,0 days 00:00:30.091000,0 days 00:00:43.361000
VER,0 days 00:01:40.494000,0 days 00:00:27.011000,0 days 00:00:30.190000,0 days 00:00:43.293000
VER,0 days 00:01:40.573000,0 days 00:00:26.923000,0 days 00:00:30.187000,0 days 00:00:43.463000
VER,0 days 00:01:40.919000,0 days 00:00:27.106000,0 days 00:00:30.299000,0 days 00:00:43.514000
VER,0 days 00:01:41.147000,0 days 00:00:27.114000,0 days 00:00:30.431000,0 days 00:00:43.602000
VER,0 days 00:01:41.118000,0 days 00:00:27.164000,0 days 00:00:30.362000,0 days 00:00:43.592000
VER,0 days 00:01:41.110000,0 days 00:00:27.129000,0 days 00:00:30.395000,0 days 00:00:43.586000
VER,0 days 00:01:41.155000,0 days 00:00:27.111000,0 days 00:00:30.392000,0 days 00:00:43.652000
VER,0 days 00:01:41.424000,0 days 00:00:27.172000,0 days 00:00:30.519000,0 days 00:00:43.733000
VER,0 days 00:01:41.401000,0 days 00:00:27.170000,0 days 00:00:30.646000,0 days 00:00:43.585000
VER,0 days 00:01:41.318000,0 days 00:00:27.121000,0 days 00:00:30.558000,0 days 00:00:43.639000
VER,0 days 00:01:46.526000,0 days 00:00:27.050000,0 days 00:00:30.576000,0 days 00:00:48.900000
VER,0 days 00:01:59.074000,0 days 00:00:45.631000,0 days 00:00:30.099000,0 days 00:00:43.344000
VER,0 days 00:01:39.591000,0 days 00:00:26.640000,0 days 00:00:29.773000,0 days 00:00:43.178000
VER,0 days 00:01:39.985000,0 days 00:00:26.616000,0 days 00:00:30.137000,0 days 00:00:43.232000
VER,0 days 00:01:39.519000,0 days 00:00:26.503000,0 days 00:00:29.874000,0 days 00:00:43.142000
VER,0 days 00:01:40.070000,0 days 00:00:26.781000,0 days 00:00:30.075000,0 days 00:00:43.214000
VER,0 days 00:01:40.139000,0 days 00:00:26.720000,0 days 00:00:30.245000,0 days 00:00:43.174000
VER,0 days 00:01:40.081000,0 days 00:00:26.759000,0 days 00:00:29.937000,0 days 00:00:43.385000
VER,0 days 00:01:40.490000,0 days 00:00:26.737000,0 days 00:00:30.083000,0 days 00:00:43.670000
VER,0 days 00:02:14.296000,0 days 00:00:35.865000,0 days 00:00:40.703000,0 days 00:00:57.728000
VER,0 days 00:02:17.938000,0 days 00:00:35.570000,0 days 00:00:39.478000,0 days 00:01:02.890000
VER,0 days 00:02:25.050000,0 days 00:00:38.160000,0 days 00:00:46.490000,0 days 00:01:00.400000
VER,0 days 00:01:47.123000,0 days 00:00:26.034000,0 days 00:00:29.474000,0 days 00:00:51.615000
VER,0 days 00:02:26.570000,0 days 00:00:39.616000,0 days 00:00:44.166000,0 days 00:01:02.788000
VER,0 days 00:02:20.118000,0 days 00:00:36.620000,0 days 00:00:44.106000,0 days 00:00:59.392000
VER,0 days 00:02:28.770000,0 days 00:00:35.883000,0 days 00:00:44.116000,0 days 00:01:08.771000
VER,0 days 00:01:38.604000,0 days 00:00:26.060000,0 days 00:00:29.829000,0 days 00:00:42.715000
VER,0 days 00:01:38.406000,0 days 00:00:26.220000,0 days 00:00:29.365000,0 days 00:00:42.821000
VER,0 days 00:01:38.426000,0 days 00:00:26.212000,0 days 00:00:29.467000,0 days 00:00:42.747000
VER,0 days 00:01:38.765000,0 days 00:00:26.531000,0 days 00:00:29.475000,0 days 00:00:42.759000
VER,0 days 00:01:38.825000,0 days 00:00:26.274000,0 days 00:00:29.670000,0 days 00:00:42.881000
VER,0 days 00:01:38.801000,0 days 00:00:26.374000,0 days 00:00:29.635000,0 days 00:00:42.792000
VER,0 days 00:01:38.855000,0 days 00:00:26.332000,0 days 00:00:29.569000,0 days 00:00:42.954000
VER,0 days 00:01:38.742000,0 days 00:00:26.312000,0 days 00:00:29.650000,0 days 00:00:42.780000
VER,0 days 00:01:38.956000,0 days 00:00:26.475000,0 days 00:00:29.690000,0 days 00:00:42.791000
VER,0 days 00:01:39.067000,0 days 00:00:26.480000,0 days 00:00:29.614000,0 days 00:00:42.973000
VER,0 days 00:01:39.227000,0 days 00:00:26.533000,0 days 00:00:29.710000,0 days 00:00:42.984000
VER,0 days 00:01:39.224000,0 days 00:00:26.429000,0 days 00:00:29.694000,0 days 00:00:43.101000
VER,0 days 00:01:39.305000,0 days 00:00:26.502000,0 days 00:00:29.811000,0 days 00:00:42.992000
VER,0 days 00:01:39.216000,0 days 00:00:26.507000,0 days 00:00:29.629000,0 days 00:00:43.080000
VER,0 days 00:01:39.433000,0 days 00:00:26.517000,0 days 00:00:29.767000,0 days 00:00:43.149000
VER,0 days 00:01:39.422000,0 days 00:00:26.620000,0 days 00:00:29.721000,0 days 00:00:43.081000
VER,0 days 00:01:39.325000,0 days 00:00:26.496000,0 days 00:00:29.709000,0 days 00:00:43.120000
VER,0 days 00:01:39.350000,0 days 00:00:26.492000,0 days 00:00:29.719000,0 days 00:00:43.139000
VER,0 days 00:01:39.445000,0 days 00:00:26.510000,0 days 00:00:29.920000,0 days 00:00:43.015000
VER,0 days 00:01:39.276000,0 days 00:00:26.484000,0 days 00:00:29.775000,0 days 00:00:43.017000
VER,0 days 00:01:39.694000,0 days 00:00:26.581000,0 days 00:00:29.964000,0 days 00:00:43.149000
VER,0 days 00:01:39.654000,0 days 00:00:26.533000,0 days 00:00:29.985000,0 days 00:00:43.136000
VER,0 days 00:01:39.773000,0 days 00:00:26.599000,0 days 00:00:29.912000,0 days 00:00:43.262000
VER,0 days 00:01:39.805000,0 days 00:00:26.714000,0 days 00:00:29.867000,0 days 00:00:43.224000
VER,0 days 00:01:40.253000,0 days 00:00:26.661000,0 days 00:00:29.992000,0 days 00:00:43.600000
GAS,0 days 00:01:43.179000,0 days 00:00:27.391000,0 days 00:00:31.424000,0 days 00:00:44.364000
GAS,0 days 00:01:43.012000,0 days 00:00:27.238000,0 days 00:00:31.321000,0 days 00:00:44.453000
GAS,0 days 00:01:42.847000,0 days 00:00:27.150000,0 days 00:00:31.250000,0 days 00:00:44.447000
GAS,0 days 00:01:43.552000,0 days 00:00:27.593000,0 days 00:00:31.399000,0 days 00:00:44.560000
GAS,0 days 00:01:43.494000,0 days 00:00:27.579000,0 days 00:00:31.338000,0 days 00:00:44.577000
GAS,0 days 00:01:43.352000,0 days 00:00:27.528000,0 days 00:00:31.299000,0 days 00:00:44.525000
GAS,0 days 00:01:43.871000,0 days 00:00:27.673000,0 days 00:00:31.519000,0 days 00:00:44.679000
GAS,0 days 00:01:43.691000,0 days 00:00:27.522000,0 days 00:00:31.562000,0 days 00:00:44.607000
GAS,0 days 00:01:43.435000,0 days 00:00:27.311000,0 days 00:00:31.437000,0 days 00:00:44.687000
GAS,0 days 00:01:48.722000,0 days 00:00:27.727000,0 days 00:00:31.204000,0 days 00:00:49.791000
GAS,0 days 00:02:17.655000,0 days 00:01:03.258000,0 days 00:00:30.614000,0 days 00:00:43.783000
GAS,0 days 00:01:41.071000,0 days 00:00:27.043000,0 days 00:00:30.265000,0 days 00:00:43.763000
GAS,0 days 00:01:41.893000,0 days 00:00:27.333000,0 days 00:00:30.439000,0 days 00:00:44.121000
GAS,0 days 00:01:41.679000,0 days 00:00:27.204000,0 days 00:00:30.382000,0 days 00:00:44.093000
GAS,0 days 00:01:42.107000,0 days 00:00:27.248000,0 days 00:00:30.667000,0 days 00:00:44.192000
GAS,0 days 00:01:41.956000,0 days 00:00:27.303000,0 days 00:00:30.519000,0 days 00:00:44.134000
GAS,0 days 00:01:41.812000,0 days 00:00:27.118000,0 days 00:00:30.516000,0 days 00:00:44.178000
GAS,0 days 00:01:42.136000,0 days 00:00:27.302000,0 days 00:00:30.451000,0 days 00:00:44.383000
GAS,0 days 00:01:42.229000,0 days 00:00:27.252000,0 days 00:00:30.520000,0 days 00:00:44.457000
GAS,0 days 00:02:03.250000,0 days 00:00:27.165000,0 days 00:00:37.882000,0 days 00:00:58.203000
GAS,0 days 00:02:14.094000,0 days 00:00:37.197000,0 days 00:00:41.731000,0 days 00:00:55.166000
GAS,0 days 00:02:18.481000,0 days 00:00:36.277000,0 days 00:00:39.366000,0 days 00:01:02.838000
GAS,0 days 00:02:29.898000,0 days 00:00:52.564000,0 days 00:00:41.574000,0 days 00:00:55.760000
GAS,0 days 00:01:49.465000,0 days 00:00:29.146000,0 days 00:00:33.221000,0 days 00:00:47.098000
GAS,0 days 00:02:12.450000,0 days 00:00:29.516000,0 days 00:00:39.105000,0 days 00:01:03.829000
GAS,0 days 00:01:58.826000,0 days 00:00:27.235000,0 days 00:00:32.258000,0 days 00:00:59.333000
GAS,0 days 00:02:26.862000,0 days 00:00:32.193000,0 days 00:00:51.095000,0 days 00:01:03.574000
GAS,0 days 00:02:26.365000,0 days 00:00:40.034000,0 days 00:00:45.883000,0 days 00:01:00.448000
GAS,0 days 00:02:20.888000,0 days 00:00:35.686000,0 days 00:00:45.132000,0 days 00:01:00.070000
GAS,0 days 00:02:19.270000,0 days 00:00:35.216000,0 days 00:00:44.757000,0 days 00:00:59.297000
GAS,0 days 00:01:41.886000,0 days 00:00:26.989000,0 days 00:00:30.760000,0 days 00:00:44.137000
GAS,0 days 00:01:42.047000,0 days 00:00:27.021000,0 days 00:00:30.957000,0 days 00:00:44.069000
GAS,0 days 00:01:41.522000,0 days 00:00:26.869000,0 days 00:00:30.671000,0 days 00:00:43.982000
GAS,0 days 00:01:41.078000,0 days 00:00:26.903000,0 days 00:00:30.400000,0 days 00:00:43.775000
GAS,0 days 00:01:41.311000,0 days 00:00:26.719000,0 days 00:00:30.619000,0 days 00:00:43.973000
GAS,0 days 00:01:41.071000,0 days 00:00:26.683000,0 days 00:00:30.446000,0 days 00:00:43.942000
GAS,0 days 00:01:46.348000,0 days 00:00:26.860000,0 days 00:00:30.380000,0 days 00:00:49.108000
GAS,0 days 00:01:58.239000,0 days 00:00:45.416000,0 days 00:00:29.829000,0 days 00:00:42.994000
GAS,0 days 00:01:39.198000,0 days 00:00:26.381000,0 days 00:00:29.724000,0 days 00:00:43.093000
GAS,0 days 00:01:39.758000,0 days 00:00:26.464000,0 days 00:00:29.968000,0 days 00:00:43.326000
GAS,0 days 00:01:40.024000,0 days 00:00:26.735000,0 days 00:00:29.824000,0 days 00:00:43.465000
GAS,0 days 00:01:40.029000,0 days 00:00:26.675000,0 days 00:00:29.951000,0 days 00:00:43.403000
GAS,0 days 00:01:39.906000,0 days 00:00:26.647000,0 days 00:00:29.950000,0 days 00:00:43.309000
GAS,0 days 00:01:40.065000,0 days 00:00:26.604000,0 days 00:00:30.016000,0 days 00:00:43.445000
GAS,0 days 00:01:40.250000,0 days 00:00:26.703000,0 days 00:00:29.977000,0 days 00:00:43.570000
GAS,0 days 00:01:40.397000,0 days 00:00:26.674000,0 days 00:00:29.913000,0 days 00:00:43.810000
GAS,0 days 00:01:41.551000,0 days 00:00:26.507000,0 days 00:00:31.408000,0 days 00:00:43.636000
GAS,0 days 00:01:40.305000,0 days 00:00:26.766000,0 days 00:00:30.071000,0 days 00:00:43.468000
GAS,0 days 00:01:40.138000,0 days 00:00:26.558000,0 days 00:00:30.127000,0 days 00:00:43.453000
GAS,0 days 00:01:40.497000,0 days 00:00:26.744000,0 days 00:00:30.177000,0 days 00:00:43.576000
GAS,0 days 00:01:41.052000,0 days 00:00:26.827000,0 days 00:00:30.393000,0 days 00:00:43.832000
GAS,0 days 00:01:41.373000,0 days 00:00:26.980000,0 days 00:00:30.549000,0 days 00:00:43.844000
GAS,0 days 00:01:40.727000,0 days 00:00:26.831000,0 days 00:00:30.209000,0 days 00:00:43.687000
GAS,0 days 00:01:40.737000,0 days 00:00:26.799000,0 days 00:00:30.200000,0 days 00:00:43.738000
GAS,0 days 00:01:40.819000,0 days 00:00:26.803000,0 days 00:00:30.336000,0 days 00:00:43.680000
PER,0 days 00:01:40.881000,0 days 00:00:26.856000,0 days 00:00:30.498000,0 days 00:00:43.527000
PER,0 days 00:01:40.973000,0 days 00:00:27.004000,0 days 00:00:30.644000,0 days 00:00:43.325000
PER,0 days 00:01:41.604000,0 days 00:00:27,0 days 00:00:30.985000,0 days 00:00:43.619000
PER,0 days 00:01:41.625000,0 days 00:00:26.937000,0 days 00:00:30.787000,0 days 00:00:43.901000
PER,0 days 00:01:41.656000,0 days 00:00:27.190000,0 days 00:00:30.742000,0 days 00:00:43.724000
PER,0 days 00:01:41.583000,0 days 00:00:27.096000,0 days 00:00:30.603000,0 days 00:00:43.884000
PER,0 days 00:01:41.713000,0 days 00:00:27.121000,0 days 00:00:30.761000,0 days 00:00:43.831000
PER,0 days 00:01:41.768000,0 days 00:00:27.242000,0 days 00:00:30.619000,0 days 00:00:43.907000
PER,0 days 00:01:41.840000,0 days 00:00:27.198000,0 days 00:00:30.848000,0 days 00:00:43.794000
PER,0 days 00:01:41.767000,0 days 00:00:27.220000,0 days 00:00:30.826000,0 days 00:00:43.721000
PER,0 days 00:01:42.266000,0 days 00:00:27.442000,0 days 00:00:30.963000,0 days 00:00:43.861000
PER,0 days 00:01:46.866000,0 days 00:00:27.325000,0 days 00:00:30.895000,0 days 00:00:48.646000
PER,0 days 00:01:58.255000,0 days 00:00:45.143000,0 days 00:00:29.986000,0 days 00:00:43.126000
PER,0 days 00:01:40.038000,0 days 00:00:26.702000,0 days 00:00:30.175000,0 days 00:00:43.161000
PER,0 days 00:01:40.556000,0 days 00:00:26.763000,0 days 00:00:30.254000,0 days 00:00:43.539000
PER,0 days 00:01:42.103000,0 days 00:00:26.834000,0 days 00:00:31.213000,0 days 00:00:44.056000
PER,0 days 00:01:40.199000,0 days 00:00:26.920000,0 days 00:00:30.085000,0 days 00:00:43.194000
PER,0 days 00:01:40.313000,0 days 00:00:26.929000,0 days 00:00:30.099000,0 days 00:00:43.285000
PER,0 days 00:01:40.522000,0 days 00:00:26.801000,0 days 00:00:30.119000,0 days 00:00:43.602000
PER,0 days 00:01:47.126000,0 days 00:00:26.877000,0 days 00:00:30.246000,0 days 00:00:50.003000
PER,0 days 00:02:13.674000,0 days 00:00:34.584000,0 days 00:00:43.092000,0 days 00:00:55.998000
PER,0 days 00:02:17.492000,0 days 00:00:36.656000,0 days 00:00:40.424000,0 days 00:01:00.412000
PER,0 days 00:02:24.356000,0 days 00:00:35.618000,0 days 00:00:47.349000,0 days 00:01:01.389000
PER,0 days 00:01:49.072000,0 days 00:00:26.812000,0 days 00:00:30.047000,0 days 00:00:52.213000
PER,0 days 00:02:25.947000,0 days 00:00:39.211000,0 days 00:00:45.775000,0 days 00:01:00.961000
PER,0 days 00:02:21.644000,0 days 00:00:35.589000,0 days 00:00:44.431000,0 days 00:01:01.624000
PER,0 days 00:02:25.856000,0 days 00:00:33.147000,0 days 00:00:44.730000,0 days 00:01:07.979000
PER,0 days 00:01:39.731000,0 days 00:00:26.494000,0 days 00:00:29.952000,0 days 00:00:43.285000
PER,0 days 00:01:39.388000,0 days 00:00:26.362000,0 days 00:00:29.915000,0 days 00:00:43.111000
PER,0 days 00:01:39.512000,0 days 00:00:26.285000,0 days 00:00:30.083000,0 days 00:00:43.144000
PER,0 days 00:01:39.698000,0 days 00:00:26.499000,0 days 00:00:30.179000,0 days 00:00:43.020000
PER,0 days 00:01:39.680000,0 days 00:00:26.338000,0 days 00:00:30.290000,0 days 00:00:43.052000
PER,0 days 00:01:40.005000,0 days 00:00:26.445000,0 days 00:00:30.243000,0 days 00:00:43.317000
PER,0 days 00:01:40.068000,0 days 00:00:26.507000,0 days 00:00:30.385000,0 days 00:00:43.176000
PER,0 days 00:01:39.409000,0 days 00:00:26.318000,0 days 00:00:30.089000,0 days 00:00:43.002000
PER,0 days 00:01:39.687000,0 days 00:00:26.606000,0 days 00:00:29.917000,0 days 00:00:43.164000
PER,0 days 00:01:39.599000,0 days 00:00:26.600000,0 days 00:00:29.953000,0 days 00:00:43.046000
PER,0 days 00:01:39.521000,0 days 00:00:26.403000,0 days 00:00:29.976000,0 days 00:00:43.142000
PER,0 days 00:01:39.607000,0 days 00:00:26.529000,0 days 00:00:29.899000,0 days 00:00:43.179000
PER,0 days 00:01:39.722000,0 days 00:00:26.487000,0 days 00:00:30.023000,0 days 00:00:43.212000
PER,0 days 00:01:39.849000,0 days 00:00:26.591000,0 days 00:00:30.005000,0 days 00:00:43.253000
PER,0 days 00:01:39.966000,0 days 00:00:26.686000,0 days 00:00:30.091000,0 days 00:00:43.189000
PER,0 days 00:01:39.955000,0 days 00:00:26.660000,0 days 00:00:30.006000,0 days 00:00:43.289000
PER,0 days 00:01:39.961000,0 days 00:00:26.647000,0 days 00:00:29.974000,0 days 00:00:43.340000
PER,0 days 00:01:39.903000,0 days 00:00:26.588000,0 days 00:00:29.988000,0 days 00:00:43.327000
PER,0 days 00:01:40.052000,0 days 00:00:26.645000,0 days 00:00:30.112000,0 days 00:00:43.295000
PER,0 days 00:01:39.906000,0 days 00:00:26.570000,0 days 00:00:30.025000,0 days 00:00:43.311000
PER,0 days 00:01:40.123000,0 days 00:00:26.576000,0 days 00:00:30.170000,0 days 00:00:43.377000
PER,0 days 00:01:40.196000,0 days 00:00:26.729000,0 days 00:00:30.113000,0 days 00:00:43.354000
PER,0 days 00:01:40.228000,0 days 00:00:26.692000,0 days 00:00:30.202000,0 days 00:00:43.334000
PER,0 days 00:01:40.593000,0 days 00:00:26.768000,0 days 00:00:30.179000,0 days 00:00:43.646000
PER,0 days 00:01:40.650000,0 days 00:00:26.891000,0 days 00:00:30.202000,0 days 00:00:43.557000
ALO,0 days 00:01:41.128000,0 days 00:00:26.834000,0 days 00:00:30.450000,0 days 00:00:43.844000
ALO,0 days 00:01:40.988000,0 days 00:00:26.859000,0 days 00:00:30.616000,0 days 00:00:43.513000
ALO,0 days 00:01:41.579000,0 days 00:00:27.063000,0 days 00:00:30.734000,0 days 00:00:43.782000
ALO,0 days 00:01:43.060000,0 days 00:00:27.323000,0 days 00:00:31.673000,0 days 00:00:44.064000
ALO,0 days 00:01:42.363000,0 days 00:00:27.069000,0 days 00:00:31.125000,0 days 00:00:44.169000
ALO,0 days 00:01:43.817000,0 days 00:00:27.371000,0 days 00:00:31.200000,0 days 00:00:45.246000
ALO,0 days 00:01:43.132000,0 days 00:00:27.391000,0 days 00:00:31.299000,0 days 00:00:44.442000
ALO,0 days 00:01:42.946000,0 days 00:00:27.552000,0 days 00:00:31.167000,0 days 00:00:44.227000
ALO,0 days 00:01:43.083000,0 days 00:00:27.571000,0 days 00:00:31.284000,0 days 00:00:44.228000
ALO,0 days 00:01:48.048000,0 days 00:00:27.510000,0 days 00:00:31.228000,0 days 00:00:49.310000
ALO,0 days 00:02:00.050000,0 days 00:00:45.680000,0 days 00:00:30.787000,0 days 00:00:43.583000
ALO,0 days 00:01:42.256000,0 days 00:00:26.720000,0 days 00:00:31.577000,0 days 00:00:43.959000
ALO,0 days 00:01:40.944000,0 days 00:00:26.921000,0 days 00:00:30.309000,0 days 00:00:43.714000
ALO,0 days 00:01:40.983000,0 days 00:00:26.810000,0 days 00:00:30.316000,0 days 00:00:43.857000
ALO,0 days 00:01:41.274000,0 days 00:00:26.819000,0 days 00:00:30.502000,0 days 00:00:43.953000
ALO,0 days 00:01:41.251000,0 days 00:00:26.859000,0 days 00:00:30.484000,0 days 00:00:43.908000
ALO,0 days 00:01:41.229000,0 days 00:00:26.948000,0 days 00:00:30.472000,0 days 00:00:43.809000
ALO,0 days 00:01:41.459000,0 days 00:00:26.930000,0 days 00:00:30.507000,0 days 00:00:44.022000
ALO,0 days 00:01:41.640000,0 days 00:00:26.937000,0 days 00:00:30.635000,0 days 00:00:44.068000
ALO,0 days 00:01:50.904000,0 days 00:00:27.034000,0 days 00:00:30.498000,0 days 00:00:53.372000
ALO,0 days 00:02:13.864000,0 days 00:00:35.242000,0 days 00:00:40.899000,0 days 00:00:57.723000
ALO,0 days 00:02:17.153000,0 days 00:00:36.465000,0 days 00:00:39.226000,0 days 00:01:01.462000
ALO,0 days 00:02:28.542000,0 days 00:00:52.151000,0 days 00:00:39.582000,0 days 00:00:56.809000
ALO,0 days 00:02:15.201000,0 days 00:00:32.074000,0 days 00:00:40.507000,0 days 00:01:02.620000
ALO,0 days 00:01:50.392000,0 days 00:00:26.633000,0 days 00:00:30.354000,0 days 00:00:53.405000
ALO,0 days 00:02:25.818000,0 days 00:00:40.074000,0 days 00:00:45.245000,0 days 00:01:00.499000
ALO,0 days 00:02:22.100000,0 days 00:00:35.989000,0 days 00:00:44.648000,0 days 00:01:01.463000
ALO,0 days 00:02:24.857000,0 days 00:00:33.323000,0 days 00:00:44.745000,0 days 00:01:06.789000
ALO,0 days 00:01:40.190000,0 days 00:00:26.552000,0 days 00:00:30.149000,0 days 00:00:43.489000
ALO,0 days 00:01:39.480000,0 days 00:00:26.546000,0 days 00:00:29.893000,0 days 00:00:43.041000
ALO,0 days 00:01:39.452000,0 days 00:00:26.422000,0 days 00:00:29.964000,0 days 00:00:43.066000
ALO,0 days 00:01:39.817000,0 days 00:00:26.507000,0 days 00:00:30.203000,0 days 00:00:43.107000
ALO,0 days 00:01:40.638000,0 days 00:00:26.637000,0 days 00:00:30.312000,0 days 00:00:43.689000
ALO,0 days 00:01:40.400000,0 days 00:00:26.770000,0 days 00:00:30.271000,0 days 00:00:43.359000
ALO,0 days 00:01:40.119000,0 days 00:00:26.763000,0 days 00:00:30.127000,0 days 00:00:43.229000
ALO,0 days 00:01:40.447000,0 days 00:00:26.810000,0 days 00:00:30.192000,0 days 00:00:43.445000
ALO,0 days 00:01:40.693000,0 days 00:00:26.836000,0 days 00:00:30.395000,0 days 00:00:43.462000
ALO,0 days 00:01:40.819000,0 days 00:00:26.929000,0 days 00:00:30.338000,0 days 00:00:43.552000
ALO,0 days 00:01:40.794000,0 days 00:00:26.912000,0 days 00:00:30.407000,0 days 00:00:43.475000
ALO,0 days 00:01:45.953000,0 days 00:00:26.941000,0 days 00:00:30.254000,0 days 00:00:48.758000
ALO,0 days 00:01:57.277000,0 days 00:00:45.357000,0 days 00:00:29.422000,0 days 00:00:42.498000
ALO,0 days 00:01:37.810000,0 days 00:00:26.106000,0 days 00:00:29.306000,0 days 00:00:42.398000
ALO,0 days 00:01:39.559000,0 days 00:00:26.370000,0 days 00:00:30.123000,0 days 00:00:43.066000
ALO,0 days 00:01:39.963000,0 days 00:00:26.627000,0 days 00:00:30.342000,0 days 00:00:42.994000
ALO,0 days 00:01:39.837000,0 days 00:00:26.620000,0 days 00:00:29.807000,0 days 00:00:43.410000
ALO,0 days 00:01:39.403000,0 days 00:00:26.485000,0 days 00:00:29.940000,0 days 00:00:42.978000
ALO,0 days 00:01:39.174000,0 days 00:00:26.460000,0 days 00:00:29.793000,0 days 00:00:42.921000
ALO,0 days 00:01:39.487000,0 days 00:00:26.457000,0 days 00:00:29.983000,0 days 00:00:43.047000
ALO,0 days 00:01:39.396000,0 days 00:00:26.333000,0 days 00:00:29.858000,0 days 00:00:43.205000
ALO,0 days 00:01:39.557000,0 days 00:00:26.571000,0 days 00:00:29.849000,0 days 00:00:43.137000
ALO,0 days 00:01:40.377000,0 days 00:00:26.704000,0 days 00:00:30.061000,0 days 00:00:43.612000
ALO,0 days 00:01:40.056000,0 days 00:00:26.627000,0 days 00:00:30.198000,0 days 00:00:43.231000
ALO,0 days 00:01:40.249000,0 days 00:00:26.832000,0 days 00:00:30.149000,0 days 00:00:43.268000
LEC,0 days 00:01:41.812000,0 days 00:00:27.305000,0 days 00:00:30.812000,0 days 00:00:43.695000
LEC,0 days 00:01:42.090000,0 days 00:00:27.068000,0 days 00:00:31.135000,0 days 00:00:43.887000
LEC,0 days 00:01:42.220000,0 days 00:00:27.289000,0 days 00:00:30.941000,0 days 00:00:43.990000
LEC,0 days 00:01:42.095000,0 days 00:00:27.308000,0 days 00:00:30.886000,0 days 00:00:43.901000
LEC,0 days 00:01:42.322000,0 days 00:00:27.267000,0 days 00:00:31.156000,0 days 00:00:43.899000
LEC,0 days 00:01:42.417000,0 days 00:00:27.201000,0 days 00:00:31.213000,0 days 00:00:44.003000
LEC,0 days 00:01:42.969000,0 days 00:00:27.283000,0 days 00:00:31.480000,0 days 00:00:44.206000
LEC,0 days 00:01:42.189000,0 days 00:00:27.245000,0 days 00:00:30.805000,0 days 00:00:44.139000
LEC,0 days 00:01:42.324000,0 days 00:00:27.238000,0 days 00:00:31.145000,0 days 00:00:43.941000
LEC,0 days 00:01:42.128000,0 days 00:00:27.066000,0 days 00:00:31.372000,0 days 00:00:43.690000
LEC,0 days 00:01:41.939000,0 days 00:00:27.165000,0 days 00:00:30.859000,0 days 00:00:43.915000
LEC,0 days 00:01:42.079000,0 days 00:00:27.348000,0 days 00:00:30.754000,0 days 00:00:43.977000
LEC,0 days 00:01:41.812000,0 days 00:00:27.246000,0 days 00:00:30.685000,0 days 00:00:43.881000
LEC,0 days 00:01:41.864000,0 days 00:00:27.212000,0 days 00:00:30.784000,0 days 00:00:43.868000
LEC,0 days 00:01:42.729000,0 days 00:00:27.237000,0 days 00:00:31.529000,0 days 00:00:43.963000
LEC,0 days 00:01:41.979000,0 days 00:00:27.306000,0 days 00:00:30.845000,0 days 00:00:43.828000
LEC,0 days 00:01:42.114000,0 days 00:00:27.442000,0 days 00:00:30.799000,0 days 00:00:43.873000
LEC,0 days 00:01:41.982000,0 days 00:00:27.275000,0 days 00:00:30.764000,0 days 00:00:43.943000
LEC,0 days 00:01:42.041000,0 days 00:00:27.337000,0 days 00:00:30.746000,0 days 00:00:43.958000
LEC,0 days 00:01:51.969000,0 days 00:00:27.352000,0 days 00:00:30.901000,0 days 00:00:53.716000
LEC,0 days 00:02:12.911000,0 days 00:00:37.046000,0 days 00:00:39.533000,0 days 00:00:56.332000
LEC,0 days 00:02:16.842000,0 days 00:00:35.007000,0 days 00:00:38.685000,0 days 00:01:03.150000
LEC,0 days 00:02:25.209000,0 days 00:00:36.693000,0 days 00:00:46.826000,0 days 00:01:01.690000
LEC,0 days 00:01:48.724000,0 days 00:00:26.655000,0 days 00:00:29.957000,0 days 00:00:52.112000
LEC,0 days 00:02:26.334000,0 days 00:00:39.650000,0 days 00:00:45.685000,0 days 00:01:00.999000
LEC,0 days 00:02:20.784000,0 days 00:00:35.682000,0 days 00:00:43.965000,0 days 00:01:01.137000
LEC,0 days 00:02:26.766000,0 days 00:00:34.005000,0 days 00:00:44.877000,0 days 00:01:07.884000
LEC,0 days 00:01:39.525000,0 days 00:00:26.515000,0 days 00:00:29.931000,0 days 00:00:43.079000
LEC,0 days 00:01:39.384000,0 days 00:00:26.529000,0 days 00:00:29.829000,0 days 00:00:43.026000
LEC,0 days 00:01:39.561000,0 days 00:00:26.526000,0 days 00:00:29.914000,0 days 00:00:43.121000
LEC,0 days 00:01:39.707000,0 days 00:00:26.680000,0 days 00:00:29.951000,0 days 00:00:43.076000
LEC,0 days 00:01:39.775000,0 days 00:00:26.525000,0 days 00:00:30.025000,0 days 00:00:43.225000
LEC,0 days 00:01:40.040000,0 days 00:00:26.585000,0 days 00:00:30.103000,0 days 00:00:43.352000
LEC,0 days 00:01:40.058000,0 days 00:00:26.762000,0 days 00:00:30.046000,0 days 00:00:43.250000
LEC,0 days 00:01:40.789000,0 days 00:00:26.666000,0 days 00:00:30.922000,0 days 00:00:43.201000
LEC,0 days 00:01:39.731000,0 days 00:00:26.506000,0 days 00:00:30.181000,0 days 00:00:43.044000
LEC,0 days 00:01:39.625000,0 days 00:00:26.415000,0 days 00:00:30.217000,0 days 00:00:42.993000
LEC,0 days 00:01:39.906000,0 days 00:00:26.532000,0 days 00:00:30.169000,0 days 00:00:43.205000
LEC,0 days 00:01:39.908000,0 days 00:00:26.691000,0 days 00:00:29.998000,0 days 00:00:43.219000
