Driver,LapTime,Team,Compound,LapNumber,PitOutTime,PitInTime,Abbreviation,Position
STR,0 days 00:01:18.298000,Aston Martin,SOFT,61.0,,,STR,14.0
STR,0 days 00:01:19.070000,Aston Martin,SOFT,62.0,,,STR,14.0
STR,0 days 00:01:19.100000,Aston Martin,SOFT,63.0,,,STR,14.0
STR,0 days 00:01:18.425000,Aston Martin,SOFT,64.0,,,STR,14.0
STR,0 days 00:01:18.732000,Aston Martin,SOFT,65.0,,,STR,14.0
STR,0 days 00:01:18.748000,Aston Martin,SOFT,66.0,,,STR,14.0
STR,0 days 00:01:18.636000,Aston Martin,SOFT,67.0,,,STR,14.0
STR,0 days 00:01:18.057000,Aston Martin,SOFT,68.0,,,STR,14.0
STR,0 days 00:01:18.275000,Aston Martin,SOFT,69.0,,,STR,14.0
STR,0 days 00:01:18.557000,Aston Martin,SOFT,70.0,,,STR,14.0
STR,0 days 00:01:18.464000,Aston Martin,SOFT,71.0,,,STR,14.0
STR,0 days 00:01:18.332000,Aston Martin,SOFT,72.0,,,STR,14.0
STR,0 days 00:01:20.709000,Aston Martin,SOFT,73.0,,,STR,14.0
STR,0 days 00:01:18.230000,Aston Martin,SOFT,74.0,,,STR,14.0
STR,0 days 00:01:18.511000,Aston Martin,SOFT,75.0,,,STR,14.0
STR,0 days 00:01:18.623000,Aston Martin,SOFT,76.0,,,STR,14.0
SAR,0 days 00:41:56.858000,Williams,HARD,1.0,,0 days 00:57:12.277000,SAR,15.0
SAR,0 days 00:02:01.235000,Williams,HARD,2.0,0 days 01:37:03.705000,,SAR,15.0
SAR,0 days 00:01:30.077000,Williams,HARD,3.0,,,SAR,15.0
SAR,0 days 00:01:23.682000,Williams,HARD,4.0,,,SAR,15.0
SAR,0 days 00:01:23.674000,Williams,HARD,5.0,,,SAR,15.0
SAR,0 days 00:01:22.739000,Williams,HARD,6.0,,,SAR,15.0
SAR,0 days 00:01:22.899000,Williams,HARD,7.0,,,SAR,15.0
SAR,0 days 00:01:22.221000,Williams,HARD,8.0,,,SAR,15.0
SAR,0 days 00:01:21.679000,Williams,HARD,9.0,,,SAR,15.0
SAR,0 days 00:01:21.944000,Williams,HARD,10.0,,,SAR,15.0
SAR,0 days 00:01:21.492000,Williams,HARD,11.0,,,SAR,15.0
SAR,0 days 00:01:21.404000,Williams,HARD,12.0,,,SAR,15.0
SAR,0 days 00:01:21.499000,Williams,HARD,13.0,,,SAR,15.0
SAR,0 days 00:01:21.219000,Williams,HARD,14.0,,,SAR,15.0
SAR,0 days 00:01:21.340000,Williams,HARD,15.0,,,SAR,15.0
SAR,0 days 00:01:20.646000,Williams,HARD,16.0,,,SAR,15.0
SAR,0 days 00:01:21.016000,Williams,HARD,17.0,,,SAR,15.0
SAR,0 days 00:01:21.031000,Williams,HARD,18.0,,,SAR,15.0
SAR,0 days 00:01:21.221000,Williams,HARD,19.0,,,SAR,15.0
SAR,0 days 00:01:20.853000,Williams,HARD,20.0,,,SAR,15.0
SAR,0 days 00:01:20.849000,Williams,HARD,21.0,,,SAR,15.0
SAR,0 days 00:01:20.897000,Williams,HARD,22.0,,,SAR,15.0
SAR,0 days 00:01:20.593000,Williams,HARD,23.0,,,SAR,15.0
SAR,0 days 00:01:20.395000,Williams,HARD,24.0,,,SAR,15.0
SAR,0 days 00:01:20.903000,Williams,HARD,25.0,,,SAR,15.0
SAR,0 days 00:01:20.929000,Williams,HARD,26.0,,,SAR,15.0
SAR,0 days 00:01:21.231000,Williams,HARD,27.0,,,SAR,15.0
SAR,0 days 00:01:21.604000,Williams,HARD,28.0,,,SAR,15.0
SAR,0 days 00:01:21.334000,Williams,HARD,29.0,,,SAR,15.0
SAR,0 days 00:01:20.840000,Williams,HARD,30.0,,,SAR,15.0
SAR,0 days 00:01:20.775000,Williams,HARD,31.0,,,SAR,15.0
SAR,0 days 00:01:20.797000,Williams,HARD,32.0,,,SAR,15.0
SAR,0 days 00:01:20.530000,Williams,HARD,33.0,,,SAR,15.0
SAR,0 days 00:01:20.738000,Williams,HARD,34.0,,,SAR,15.0
SAR,0 days 00:01:20.584000,Williams,HARD,35.0,,,SAR,15.0
SAR,0 days 00:01:21.134000,Williams,HARD,36.0,,,SAR,15.0
SAR,0 days 00:01:21.404000,Williams,HARD,37.0,,,SAR,15.0
SAR,0 days 00:01:21.131000,Williams,HARD,38.0,,,SAR,15.0
SAR,0 days 00:01:21.273000,Williams,HARD,39.0,,,SAR,15.0
SAR,0 days 00:01:21.780000,Williams,HARD,40.0,,,SAR,15.0
SAR,0 days 00:01:24.378000,Williams,HARD,41.0,,,SAR,15.0
SAR,0 days 00:01:21.870000,Williams,HARD,42.0,,,SAR,15.0
SAR,0 days 00:01:20.552000,Williams,HARD,43.0,,,SAR,15.0
SAR,0 days 00:01:19.511000,Williams,HARD,44.0,,,SAR,15.0
SAR,0 days 00:01:20.720000,Williams,HARD,45.0,,,SAR,15.0
SAR,0 days 00:01:20.124000,Williams,HARD,46.0,,,SAR,15.0
SAR,0 days 00:01:19.888000,Williams,HARD,47.0,,,SAR,15.0
SAR,0 days 00:01:20.970000,Williams,HARD,48.0,,,SAR,15.0
SAR,0 days 00:01:23.966000,Williams,HARD,49.0,,,SAR,15.0
SAR,0 days 00:01:20.292000,Williams,HARD,50.0,,,SAR,15.0
SAR,0 days 00:01:21.817000,Williams,HARD,51.0,,,SAR,15.0
SAR,0 days 00:01:20.780000,Williams,HARD,52.0,,,SAR,15.0
SAR,0 days 00:01:21.318000,Williams,HARD,53.0,,,SAR,15.0
SAR,0 days 00:01:22.289000,Williams,HARD,54.0,,,SAR,15.0
SAR,0 days 00:01:20.342000,Williams,HARD,55.0,,,SAR,15.0
SAR,0 days 00:01:21.474000,Williams,HARD,56.0,,,SAR,15.0
SAR,0 days 00:01:37.746000,Williams,HARD,57.0,,0 days 02:53:38.899000,SAR,15.0
SAR,0 days 00:01:19.809000,Williams,MEDIUM,58.0,0 days 02:54:03.280000,,SAR,15.0
SAR,0 days 00:01:15.594000,Williams,MEDIUM,59.0,,,SAR,15.0
SAR,0 days 00:01:15.580000,Williams,MEDIUM,60.0,,,SAR,15.0
SAR,0 days 00:01:15.558000,Williams,MEDIUM,61.0,,,SAR,15.0
SAR,0 days 00:01:15.525000,Williams,MEDIUM,62.0,,,SAR,15.0
SAR,0 days 00:01:15.688000,Williams,MEDIUM,63.0,,,SAR,15.0
SAR,0 days 00:01:16.895000,Williams,MEDIUM,64.0,,,SAR,15.0
SAR,0 days 00:01:19.869000,Williams,MEDIUM,65.0,,,SAR,15.0
SAR,0 days 00:01:20.799000,Williams,MEDIUM,66.0,,,SAR,15.0
SAR,0 days 00:01:20.347000,Williams,MEDIUM,67.0,,,SAR,15.0
SAR,0 days 00:01:20.004000,Williams,MEDIUM,68.0,,,SAR,15.0
SAR,0 days 00:01:16.077000,Williams,MEDIUM,69.0,,,SAR,15.0
SAR,0 days 00:01:16.866000,Williams,MEDIUM,70.0,,,SAR,15.0
SAR,0 days 00:01:16.326000,Williams,MEDIUM,71.0,,,SAR,15.0
SAR,0 days 00:01:16.402000,Williams,MEDIUM,72.0,,,SAR,15.0
SAR,0 days 00:01:16.370000,Williams,MEDIUM,73.0,,,SAR,15.0
SAR,0 days 00:01:16.863000,Williams,MEDIUM,74.0,,,SAR,15.0
SAR,0 days 00:01:16.324000,Williams,MEDIUM,75.0,,,SAR,15.0
SAR,0 days 00:01:17.197000,Williams,MEDIUM,76.0,,,SAR,15.0
ZHO,0 days 00:42:06.253000,Kick Sauber,MEDIUM,1.0,,0 days 00:57:26.533000,ZHO,16.0
ZHO,0 days 00:01:52.131000,Kick Sauber,HARD,2.0,0 days 01:37:13.050000,,ZHO,16.0
ZHO,0 days 00:01:30.396000,Kick Sauber,HARD,3.0,,,ZHO,16.0
ZHO,0 days 00:01:23.698000,Kick Sauber,HARD,4.0,,,ZHO,16.0
ZHO,0 days 00:01:23.494000,Kick Sauber,HARD,5.0,,,ZHO,16.0
ZHO,0 days 00:01:22.649000,Kick Sauber,HARD,6.0,,,ZHO,16.0
ZHO,0 days 00:01:22.934000,Kick Sauber,HARD,7.0,,,ZHO,16.0
ZHO,0 days 00:01:22.182000,Kick Sauber,HARD,8.0,,,ZHO,16.0
ZHO,0 days 00:01:21.810000,Kick Sauber,HARD,9.0,,,ZHO,16.0
ZHO,0 days 00:01:21.944000,Kick Sauber,HARD,10.0,,,ZHO,16.0
ZHO,0 days 00:01:21.563000,Kick Sauber,HARD,11.0,,,ZHO,16.0
ZHO,0 days 00:01:21.193000,Kick Sauber,HARD,12.0,,,ZHO,16.0
ZHO,0 days 00:01:21.529000,Kick Sauber,HARD,13.0,,,ZHO,16.0
ZHO,0 days 00:01:21.264000,Kick Sauber,HARD,14.0,,,ZHO,16.0
ZHO,0 days 00:01:21.447000,Kick Sauber,HARD,15.0,,,ZHO,16.0
ZHO,0 days 00:01:20.481000,Kick Sauber,HARD,16.0,,,ZHO,16.0
ZHO,0 days 00:01:20.979000,Kick Sauber,HARD,17.0,,,ZHO,16.0
ZHO,0 days 00:01:20.911000,Kick Sauber,HARD,18.0,,,ZHO,16.0
ZHO,0 days 00:01:21.420000,Kick Sauber,HARD,19.0,,,ZHO,16.0
ZHO,0 days 00:01:20.904000,Kick Sauber,HARD,20.0,,,ZHO,16.0
ZHO,0 days 00:01:20.669000,Kick Sauber,HARD,21.0,,,ZHO,16.0
ZHO,0 days 00:01:21.083000,Kick Sauber,HARD,22.0,,,ZHO,16.0
ZHO,0 days 00:01:20.792000,Kick Sauber,HARD,23.0,,,ZHO,16.0
ZHO,0 days 00:01:20.347000,Kick Sauber,HARD,24.0,,,ZHO,16.0
ZHO,0 days 00:01:20.763000,Kick Sauber,HARD,25.0,,,ZHO,16.0
ZHO,0 days 00:01:20.869000,Kick Sauber,HARD,26.0,,,ZHO,16.0
ZHO,0 days 00:01:21.293000,Kick Sauber,HARD,27.0,,,ZHO,16.0
ZHO,0 days 00:01:21.516000,Kick Sauber,HARD,28.0,,,ZHO,16.0
ZHO,0 days 00:01:21.338000,Kick Sauber,HARD,29.0,,,ZHO,16.0
ZHO,0 days 00:01:21.044000,Kick Sauber,HARD,30.0,,,ZHO,16.0
ZHO,0 days 00:01:20.806000,Kick Sauber,HARD,31.0,,,ZHO,16.0
ZHO,0 days 00:01:20.782000,Kick Sauber,HARD,32.0,,,ZHO,16.0
ZHO,0 days 00:01:20.677000,Kick Sauber,HARD,33.0,,,ZHO,16.0
ZHO,0 days 00:01:20.736000,Kick Sauber,HARD,34.0,,,ZHO,16.0
ZHO,0 days 00:01:20.372000,Kick Sauber,HARD,35.0,,,ZHO,16.0
ZHO,0 days 00:01:20.986000,Kick Sauber,HARD,36.0,,,ZHO,16.0
ZHO,0 days 00:01:21.449000,Kick Sauber,HARD,37.0,,,ZHO,16.0
ZHO,0 days 00:01:21.090000,Kick Sauber,HARD,38.0,,,ZHO,16.0
ZHO,0 days 00:01:21.233000,Kick Sauber,HARD,39.0,,,ZHO,16.0
ZHO,0 days 00:01:24.969000,Kick Sauber,HARD,40.0,,,ZHO,16.0
ZHO,0 days 00:01:21.127000,Kick Sauber,HARD,41.0,,,ZHO,16.0
ZHO,0 days 00:01:21.957000,Kick Sauber,HARD,42.0,,,ZHO,16.0
ZHO,0 days 00:01:20.578000,Kick Sauber,HARD,43.0,,,ZHO,16.0
ZHO,0 days 00:01:19.610000,Kick Sauber,HARD,44.0,,,ZHO,16.0
ZHO,0 days 00:01:20.686000,Kick Sauber,HARD,45.0,,,ZHO,16.0
ZHO,0 days 00:01:20.146000,Kick Sauber,HARD,46.0,,,ZHO,16.0
ZHO,0 days 00:01:20.075000,Kick Sauber,HARD,47.0,,,ZHO,16.0
ZHO,0 days 00:01:22.481000,Kick Sauber,HARD,48.0,,,ZHO,16.0
ZHO,0 days 00:01:22.134000,Kick Sauber,HARD,49.0,,,ZHO,16.0
ZHO,0 days 00:01:20.946000,Kick Sauber,HARD,50.0,,,ZHO,16.0
ZHO,0 days 00:01:20.962000,Kick Sauber,HARD,51.0,,,ZHO,16.0
ZHO,0 days 00:01:20.970000,Kick Sauber,HARD,52.0,,,ZHO,16.0
ZHO,0 days 00:01:21.375000,Kick Sauber,HARD,53.0,,,ZHO,16.0
ZHO,0 days 00:01:22.153000,Kick Sauber,HARD,54.0,,,ZHO,16.0
ZHO,0 days 00:01:21.399000,Kick Sauber,HARD,55.0,,,ZHO,16.0
ZHO,0 days 00:01:20.315000,Kick Sauber,HARD,56.0,,,ZHO,16.0
ZHO,0 days 00:01:21.119000,Kick Sauber,HARD,57.0,,,ZHO,16.0
ZHO,0 days 00:01:18.795000,Kick Sauber,HARD,58.0,,,ZHO,16.0
ZHO,0 days 00:01:17.936000,Kick Sauber,HARD,59.0,,,ZHO,16.0
ZHO,0 days 00:01:18.545000,Kick Sauber,HARD,60.0,,,ZHO,16.0
ZHO,0 days 00:01:18.707000,Kick Sauber,HARD,61.0,,,ZHO,16.0
ZHO,0 days 00:01:18.817000,Kick Sauber,HARD,62.0,,,ZHO,16.0
ZHO,0 days 00:01:18.789000,Kick Sauber,HARD,63.0,,,ZHO,16.0
ZHO,0 days 00:01:19.295000,Kick Sauber,HARD,64.0,,,ZHO,16.0
ZHO,0 days 00:01:19.719000,Kick Sauber,HARD,65.0,,,ZHO,16.0
ZHO,0 days 00:01:19.749000,Kick Sauber,HARD,66.0,,,ZHO,16.0
ZHO,0 days 00:01:20.357000,Kick Sauber,HARD,67.0,,,ZHO,16.0
ZHO,0 days 00:01:25.217000,Kick Sauber,HARD,68.0,,,ZHO,16.0
ZHO,0 days 00:01:20.484000,Kick Sauber,HARD,69.0,,,ZHO,16.0
ZHO,0 days 00:01:40.898000,Kick Sauber,HARD,70.0,,0 days 03:10:59.688000,ZHO,16.0
ZHO,0 days 00:01:25.295000,Kick Sauber,SOFT,71.0,0 days 03:11:24.136000,,ZHO,16.0
ZHO,0 days 00:01:20.585000,Kick Sauber,SOFT,72.0,,,ZHO,16.0
ZHO,0 days 00:01:15.233000,Kick Sauber,SOFT,73.0,,,ZHO,16.0
ZHO,0 days 00:01:20.473000,Kick Sauber,SOFT,74.0,,,ZHO,16.0
ZHO,0 days 00:01:14.718000,Kick Sauber,SOFT,75.0,,,ZHO,16.0
ZHO,0 days 00:01:17.173000,Kick Sauber,SOFT,76.0,,,ZHO,16.0
OCO,,Alpine,HARD,1.0,,,OCO,17.0
PER,,Red Bull Racing,HARD,1.0,,,PER,18.0
HUL,,Haas F1 Team,MEDIUM,1.0,,,HUL,19.0
MAG,,Haas F1 Team,HARD,1.0,,,MAG,20.0
